"contentPlain","词义辨析","一般将来时","句型","同位语从句","短语辨析","状语从句","定语从句","一般现在时","被动语态","一般过去时","其他","现在进行时","过去分词","过去完成时","形容词","现在完成时","不定代词","不定式","现在分词","主语从句","表语从句","宾语从句","过去进行时","现在完成进行时","情态动词","将来进行时","发音","虚拟语气","过去完成进行时","过去将来时","将来完成时","动名词"
"He left such a great ________on his teachers that all of them could remember him after many years.A．attraction  B．profession  C．impression  D．radiation","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Our boss demanded that we________ more time on our work , which left us no time to rest.A．spend  B．spent  C．have spent  D．had spent","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Deep into the night, the thief successfully ________ out of the gallery ________.A．slipped; unnoticed  B．slid; unnoticedly  C．slipped; unnoticedly  D．slid; unnoticed","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A good government is not to pick technologies, but to establish conditions ________ innovation is supported and encouraged into the marketplace.A．when  B．that  C．whose  D．where","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The explorer took only ________ men and things ________ he really needed into the jungle with him.A．those; which  B．such; as  C．those; who  D．such; that","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"--- News came ________ the film directed by Peter won an award.--- When was that?--- It was 2018 ________ he was still in college.A．when; that  B．that; that  C．that; which  D．that; when","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Riding on the only steam engine still working in the southeastern United States is a special treat when you pay a visit to the country. 主句主语的主干部分是？A．the only steam engine  B．southeastern United States  C．Riding on the only steam engine  D．working in the southeastern United States","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"After studying for another year, he managed to pass the exam, entering college in 1896. 句子谓语是？A．studying  B．managed  C．pass  D．entering","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Macao is a popular tourist destination ______.A．that receives many visitors every year.  B．that it receives many visitors every year.  C．where receives many visitors every year.  D．where it receives many visitors every year.","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"My family will be always thankful for the people from ________ we received aid.A．who  B．that  C．whom  D．which","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It is suggested at the end of the passage  the things  we buy often affect many people’s lives around the world.A．that, what  B．which, /  C．that, /  D．what, that","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"After several ______ to climb Qomolangma, he finally reached the top of it.A．attempts  B．attacks  C．chapters  D．disasters","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It rained nonstop for ten days, completely _________ our holiday.A．to ruin  B．ruined  C．having ruined  D．ruining","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He can’t make himself _______. His spoken English really needs ________.A．understand, improving  B．understood, improving  C．understand, to improve  D．understood, to improve","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He was lucky and narrowly missed ________.A．to injure  B．injuring  C．to be injured  D．being injured","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farmland ________ quickly, so they are considering ________a programme to solve the problem.A．is getting lost,starting  B．is lost,to start  C．is losing, starting  D．loses, to start","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Since Lulu has shown great talent in playing the violin, her emotional behaviors won’t be allowed to________ her journey to success.A．track  B．lead  C．block  D．flash","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"To find out more about our complete range of products, do not hesitate to sign up online and get our digital ________.A．feature  B．reward  C．brochure  D．prize","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Current teaching approaches are trying to engage students to ________ what they learn rather than forcing them to memorize dry facts.A．prioritize  B．digest  C．ruin  D．assist","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Authors use charts to ________ concepts because they are an effective way of revealing relationships and clarifying connections.A．regenerate  B．illustrate  C．shorten  D．recognize","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"If the ________ project is successful, the program will be expanded to many more cities.A．annual  B．pilot  C．distant  D．advanced","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Old bikes collected from all over the country have been sent to that public school ______ poor children there can have one to ride to and from school.A．in case  B．now that  C．so that  D．even though","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"______ his efforts to achieve peace and international cooperation, the President was awarded the Nobel Peace Prize.A．Far from  B．Except for  C．Rather than  D．Due to","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Although the ring is not made of real diamond, its shape and design still ______ many young girls.A．appeal to  B．fit in  C．attend to  D．apply for","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"They are hoping for a return to normality ______ the war is over.A．now that  B．as if  C．unless  D．in case","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"As is known to all, the rose could represent love and ______, and the rainbow could symbolize hope.A．determination  B．affection  C．connection  D．consideration","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He gave an unhesitating “yes” when asked if he would ______ the experience again.A．go through  B．go out  C．bring up  D．work out","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"For years, scientists have been worried about the________ of air pollution on the earth’s natural conditions.A．effect  B．result  C．account  D．cause","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Have you seen the sunflowers________ are bought as presents for your Mother’s Day.A．who  B．which  C．whose  D．/","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I knew I had done a good job and was looking forward to getting a________ comment.A．positive  B．negative  C．anxious  D．impressive","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"________ they need is a fast Internet connection ________ can be trusted.A．What; that  B．All what; that  C．All that; what  D．That; what","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Healthy lifestyle ________ keeping a balanced diet and ________ workout on a regular basis.A．is involved in; joining in  B．is involved in; signing up  C．involves; joining  D．involves; getting involved in","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It was the fantastic science fiction ______ I found myself relating to the hero.A．that  B．where  C．why  D．which","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—The driver was not ________ for the traffic accident, was he?—________. It was the pedestrian’s fault.A．blamed; Yes  B．to blame; No  C．blame; Yes  D．blaming; No","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Most colleges now offer students a lesson ______ to help them succeed.A．designed  B．designing  C．to design  D．being designed","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I wish to thank Mrs. Smith, without ______help I would never make so much progress.A．who  B．whose  C．whom  D．which","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The student will never forget those days ________ several soldiers took turns to look after him after the earthquake.A．that  B．which  C．when  D．where","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We will never forget the days ________ my family visited Shanghai together.A．when  B．which  C．what  D．that","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"They took care of the old man ________ son lost his life in the fire.A．who  B．of whom  C．whom  D．whose","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The two things ________ they felt very proud are Jim’s gold watch and Della’s hair.A．about which  B．of which  C．in which  D．for which","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
