"contentPlain","幂函数","函数单调性","指数函数","基本不等式","解不等式","函数奇偶性","分段函数","集合的运算","函数图象","函数零点","对数函数","特称（存在性）命题","恒成立问题","函数根分布","函数的概念","三角函数","复合函数","充要条件","容斥原理","集合","导数"
"定义在(0,+∞)上的函数f(x)满足∀x_1,x_2∈(0,+∞)且x_1≠x_2，有[f(x_1)-f(x_2)](x_1-x_2)>0，且f( x,y )=f( x )+f( y ),f( 4 )=2/3，则不等式f(2x)-f(x-3)>1的解集为（）A．  (-∞,4)  B．  ( 0 , 4 )  C．  ( 3,4 )  D．  (2,3)","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知命题p∃x∈𝐑,x>x^2，命题q:∀ x∈𝐑, -x^2<0，则下列说法中正确的是（）A．命题  p,q  都是真命题  B．命题  D/  是真命题，  𝒞  是假命题  C．命题  D/  是假命题，  𝒞  是真命题  D．命题  p, q  都是假命题","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知命题pa>4，则使命题D/成立的一个必要不充分条件是（）A．  a>S  B．  a≫3  C．  a<4  D．  a>4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"若集合A={x∈𝐍|1≤x<5ï¿½_1，则集合A的真子集有（）个A．  63  B．  31  C．  15  D．  r","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=coshx-cos2x，x∈(0,π)，若f(x)有两个零点x_1, x_2(x_1<x_2)，则（）A．  π/5∈{x_1,x_2}  B．  x_2=3x_1  C．  cosx_1+cosx_2=1/2  D．  cosx_1cosx_2=-1/4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"设a,b,c∈ℝ，且a<bx̅ =，c<d，则（）A．  a^2<b^2  B．  d/a>c/b  C．  a c<b d  D．  a^3<b^3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"函数f( x )=x+|x|/x是（）A．奇函数  B．偶函数  C．既是奇函数又偶函数  D．既不是奇函数又不是偶函数","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列函数中，在区间（0,1）上是增函数的是（）A．  y=|x|  B．  y=3-x  C．  y=1-√(x)  D．  y=-x^2+4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"不等式3-x/x+2<0的解集为（）A．  |x|x<-2|  B．  |x|-2<x<3}  C．  |x|_X<-2  或  10^-1  D．  |x|_X>3|","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"设命题pΔn∈ℕ,n^2>2n+5，则D/的否定为（）A．  ∀n∈𝐍..n^2>2n+5  B．  ∀n∈𝐍.n^2<2n+5  C．  ∃n∈ℕ·n^2<2n+5  D．  ∃n∈ℕ·n^2<2n+5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知命题D/：∃x∈ℝ，(x-1)^2≤0，命题𝒞：∀x ≫ 0，χ^2ℑ≻，则（）A．  D/  和  𝒞  都是真命题  B．   ^∘p  和  𝒞  都是真命题  C．  D/  和  ⟶𝒬  都是真命题  D．   ^∘p  和  ⟶𝒬  都是真命题","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知a=log_43，b=log_54，c=/3，则a，b，c的大小关系是（）A．  c<a<b  B．  c<b<a  C．  a<c<b  D．  b<c<a","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"“x>r”是“x>17”的（）A．充要条件  B．充分不必要条件  C．必要不充分条件  D．既不充分也不必要条件","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"集合A={x⌉-a<x<-4},B={x|-5<x<1}，若“x∈A”是“x∈B”的充分不必要条件，则实数Q的取值范围是（）A．  [5,+x.]  B．  (-∞,5]  C．  (4,5)  D．  (4, 5]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"R̅上的偶函数f(x)，满足对∀x_1,x_2∈(-∞,0)，当x_1≠x_2时都有( x_1-x_2 ) ( f( x_1)-f( x_2 ) )>0成立，若a=f(- 3) , b=f(2) , c=f( t+4/T )，则（）A．  c<a<b  B．  c<b<a  C．  b<a<c  D．  a<c<b","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"奇函数f(x)满足当x>0 , f(x)=3-2x，则f(-1)的值为（）A．8  B．5  C．2  D．-1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"设命题p:∀ x∈𝐑,x^2≠2k+1,k∈𝐙，则 ^∘p为（）A．  ∀ x∈𝐑·x^2≠2k+1..k∈𝐙  B．  ∀x ∈R . x^2=2k+1.k ∈𝐙  C．  ∃x∈𝐑,x^2=2k+1,k∈𝐙  D．  ∃x∈𝐑·x^2≠2k+1,k∈𝐙","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"下列函数，既是偶函数又存在零点的是（）A．  𝔭=𝔛  B．  y=x^2+1  C．  y=lnx  D．  y=2-|x","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=1/x-1+ln(2x+2)的定义域为（）A．  (1, +x)  B．  (0, - 1) ∪ (1, +α)  C．  (-∞, 1)  D．  (-1, 1)∪(1, +∞)","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0"
"已知x,y∈ℝ，则“χ≪_.^y”是“2024^∘<2024^∘”的（）A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要条件","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"已知实数a,b,c，则下列命题中正确的是（）A．若  a>b  ，则  a c>b c  B．若  a c^2>b c^2  ，则  a⩾b  C．若  a<b<0  ，则  a^2>b^2>a b  D．若  a>b>c>0  ，则  a/b<a+c/b+c","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"函数y=x^2-b x+c的零点为1，2，则不等式x^2+c x+b<0的解集为（）A．  [ x ]-1<x<3i  B．  x|x<-3  或  x>1  C．  |x|-|.𝒩χ|.  D．  |x|x<-|  或  χ>𝔧_1^↓","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"“tanα≥0”是“sm2α≥0”的（）A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要条件","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"在中国传统的十二生肖中，马､牛､羊､鸡､狗､猪为六畜，则“甲的生肖不是马”是“甲的生肖不属于六畜”的（）A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要条件","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"若sin1W-cos220/sinQ+cos80=2tan3∠/l-tan^23A，则𝐕̅的值可以为（）A．  -π/12  B．  - π/20  C．  π/10  D．  T/≤","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"关于x的方程(3/4)^α=3a+2/5-a有负根的一个充分不必要条件是（）A．  3/4<a<4  B．  3/4<a<5  C．  3/4<a<6  D．  -2/3<a<3/4","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知函数f(x)是定义在R上的奇函数，当 x≥0时，f(x)=x(1-x).则当 x<0时，f(x)=（）A．  x(1+x)  B．  x(x-1)  C．  -x(x+1)  D．  x(1-x)","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知a=0.1^2，b=log_22，c=2^0.1，则a，b，c的大小关系是（）A．  c>a>b  B．  c>b>a  C．  b>a>c  D．  b>c>a","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"若函数f( x+1 )=x^2-1，则f(x)=（）A．  x^2+2x  B．  x^2-1  C．  x^2-2x  D．  X^ℤ+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知函数f(x)=|x|-1,x≤13^x·x>1，则f[f(θ(θ-3)θ]=（）A．0  B．1  C．3  D．9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"摩天轮是一种大型转轮状的机械游乐设施，游客坐在摩天轮的座舱里可从高处俯瞰四周景色.如图，某摩天轮最高点距离地面高度为120m，转盘直径为110m，均匀设置有48个座舱（按顺时针依次编号为1至48号），开启后按逆时针方向匀速旋转，游客在座舱转到距离地面最近的位置进舱，转一周需要30min.甲、乙两户家庭去坐摩天轮，甲家庭先坐上了1号座舱，乙家庭坐上了k^号座舱，若从乙家庭坐进座舱开始计时，10min内（含10min）出现了两户家庭的座舱离地面高度一样的情况，则k̅的最小值是（）A．16  B．17  C．18  D．19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"函数f( x )=2𝒴3 sin^2( ωx )+sin(2ωx+2π/3 )，其中ω≻0，其最小正周期为𝐈，则下列说法正确的是（）A．  ω=2  B．函数  f(x)  图象关于点  π3,0  对称  C．函数  f(x)  图象向右移  φ  （  ρ>0  ）个单位后，图象关于  𝐲  轴对称，则  φ  的最小值为  5π/12  D．若  x∈[0,π/2]  ，则函数  f(x)  的最大值为  √(3)+1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"不等式3x-1/2-x≥1的解集为（）A．  {x|1/3<x<2{}  B．  {x|3/4≤x<2  C．  {x|x<1/3  或  X>2  }  D．  ⌊x⌉x≤3/4  或  X>2  }","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"命题“∀x∈ℝ，x^2+2x-3≤0”的否定是（）A．  ∀ x∈ℝ  ，  x^2+2x-3>0  B．  ∀ x ∈ℝ  ，  x^2+2x-3>0  C．  ∃x∈ℝ  ，  x^2+2x-3>0  D．  ∃x∈ℝ  ，  x^2+2x-3≥0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"设在二维平面上有两个点d(x_1,y_1)，B(x_2,y_2)，它们之间的距离有一个新的定义为D(A,B)=|x_1-x_2|+|y_1-y_2，这样的距离在数学上称为曼哈顿距离或绝对值距离.已知𝒜，B̅两个点的坐标为4(x,m)，B(-2,x)，如果它们之间的曼哈顿距离大于3̅恒成立，则实数Jℳ的取值范围是（）A．  (-∞,-5)∪(1,+∞)  B．  (-∞, - 1)∪(5, +∞)  C．  [-5,1]  D．  [-1,5]","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"设全集U={x∈Z|-3<x<S}，A={-2,2}，B={-2,4}，则( C_UA )∪B=（）A．  |[ ;  ]|[  ][ ;  ]  B．  ^t-1,0,4
;⟩  C．  ι-2,0,3,4}  D．  i-2, - 1, 0, 1, 3, 4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"若X∋|，则x+9/x-1+1有（）A．最小值6  B．最小值8  C．最大值8  D．最大值3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"设正实数𝐗̅，𝐲，ℤ满足x^2-x y+4y^2-z=0，则当x y/z取得最大值时，2/x+1/y-3/z的最大值为（）A．2  B．  15/16  C．1  D．  9/4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"记IIII {… χ × × × × }3 表示𝒳 _1 .  𝒳_≫ .  𝒳_, 这3个数中最小的数．已知𝒳·𝔭都是正实数，记M=*min{X,1/y ,1/X+y}，则M的最大值为（）A．1  B．  /2  C．2  D．  3√(2)","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知集合A={x|x>0,x∈ℝ:，B=Ø_{Ω|J,Ω, 1,Ω_{Ω^⌊，则A^|B=（）A．  {1,2}  B．  i.0,1,2^3  C．  𝔨-1,0,1,2𝔨  D．  ∇x|x>0t","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"若集合A=[-3,1]，B=(-2,3)，则4∪B=（）A．  (-2,1]  B．  [-2,1)  C．  (-3,3]  D．  [-3,3)","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"若tan(α+π/3)=2，则cos(2a-π/3)的值为（）A．  4/5  B．  - α̇/ξ  C．  3/5  D．  - 3/5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知x∈(π/2,π)，√(2)cos2α=sin(α-π/4)，则sn2α=（）A．  - 1/λ  B．  1/4  C．  - 3/λ  D．  λ/λ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"若不等式x^2·t x+1<0对一切x∈(1/2,3)恒成立，则实数t的取值范围为（）A．  l≤≤/λ  B．  t>≤/Ω  C．  t≥2  D．  t≥10/3","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"已知函数f(x)=sin2x+1/x^3+1，若f(a)=3，则f(←a)=（）A．  -2  B．  -  C．1  D．2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"下列𝐗̅的取值范围能使lost<sint成立的是（）A．  [0,π/2)  B．  (π/4 , Sπ/4)  C．  (π/2,3π/2)  D．  (Sπ/4 , 2π)","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"已知函数f(x)={[      *ext,x>0; -x^2-2x+1,x≤0 ].，关于𝐗̅的方程f^2( x )-3f( x )+a=0( a∈𝐑 )有8个不相等的实数根，则Q的取值范围是（）A．  (3,13/4)  B．  (2,3)  C．  (4/3,4)  D．  (2,9/4)","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"函数f( x )=( x^2-2x )e^3的图象大致是（）A．    B．    C．    D．","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"若存在x∈(-∞,0]满足x^2-3^3+a<0(a∈𝐑)，则Q的取值范围是（）A．  (-∞,1)  B．  ( 1, +𝒞.)  C．  (-∞, -1)  D．  ( - 1, +∞ )","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知x>0, y>0, x+2y=2，则1/x+2/y的最小值是（）A．9  B．  9/2  C．4  D．2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=x^2+3x-4,x≤0log_2(x+2)-3,x>0的零点个数是（）A．1  B．2  C．3  D．4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)在区间[2,3]上的图象是连续不断的，设pf(2)f( 3)<0，q:f(x)在区间(2,3)中至少有一个零点，则D/是𝒞的（）A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要条件","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"已知集合𝒜={1,2,3,4,5,6}, B={2.3}, C={2.4,6}，则 ( C_sB ) Γ Γ ) C= （）A．  |2,4,6}  B．   _i|, 3,A, S,⊢  C．  ℑ4,6ℑ  D．  |2!","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"污水处理厂通过清除污水中的污染物获得清洁用水并生产肥料.该厂的污水处理装置每小时从处理池清除掉12^1/3的污染残留物.要使处理池中的污染物水平降到最初的𝔡ϑ^'_0，大约需要的时间为（）（参考数据：|𝐠0.88|ê|=0.0555）A．  |λ  小时  B．  ^18  小时  C．  20  小时  D．  𝒟λ  小时","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"高三教学楼门口张贴着“努力的力量”的宣传栏，勉励着同学们专心学习，每天进步一点点，时间会给我们带来惊喜.如果每天的进步率都是𝒟^0/_0，那么一年后是(1+29_0)^365≈1377.4，如果每天的落后率都是𝒟^0/_0，那么一年后是(1-2^0\)^365≈0.0006，一年后“进步”是“落后”的1.02^3.5/0.98^365÷230万倍，现张三同学每天进步20^†0，李四同学每天落后𝔡ϑ^γ_0，假设开始两人相当，则大约（）天后，张三超过李四的100倍（参考数据：|⊗2≈0.301, le3≈0.478）A．7  B．17  C．27  D．37","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"已知f(x)=|x+2| , x≤0|log_2x| , x>0，若函数y=f(x)-m有四个零点a，b，c，d，且a<b<c<d，则a+b+c+d的取值范围为（）A．  ( 0, 1 )  B．  ( 0, 1 ]  C．  (-2,1/4)  D．  (-2,1/2)","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=𝕙|x|/ℂ^n-ℂ^n，则函数的图像可能是（）A．    B．    C．    D．","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"设函数f(x)=x^2-6x+6,x≥03x+4·x<0，若互不相等的实数𝒳_|，𝒳_2，𝒳_3满足f(x_1)=f(x_2)=f(x_3)，则|z|+z|+z|的取值范围是（）A．  (20/3 , 26/3 )  B．  (20/3,26/3)  C．  (11/3,6)  D．  (11/3,6)","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"2020年3月14日是全球首个国际圆周率日（πD a y）.历史上，求圆周率𝐈的方法有多种，与中国传统数学中的“割圆术”相似，数学家阿尔•卡西的方法是：当正整数1充分大时，计算单位圆的内接正𝔬n边形的周长和外切正𝔬n边形（各边均与圆相切的正𝔬n边形）的周长，将它们的算术平均数作为2π的近似值.按照阿尔•卡西的方法，T的近似值的表达方式是（）A．  3n(sin30^∘/n+tan30^∘/n)  B．  6n(Sin3(ł^6/ll̅+tan3(ł^6/μ)  C．  3n(sin60^∘/n+tan60^∘/n)  D．  6n(SinΘ(0)/M+tanΘ(0)/M)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知函数f(x)=x^2+a x+2有两个零点，在区间( - 1,2 )上是单调的，且在该区间中有且只有一个零点，则实数Q的取值范围是（）A．  (-∞, -2√(2) )∪(2√(2) , +∞)  B．  ( - ϖ, - 3 )∪( 3, + ϖ )  C．  ( - ϖ, - 4  | ∪ ( 3, + ϖ )  D．  ( - ∞, - 4 ] ∪ [ 2 , + ∞ )","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"函数y=a^n+1+2（a>0且a≠1）的图象恒过点4(m,n)，函数y=log_α(x+1)+2（a>0且a≠1）的图象恒过点B( p,q)，则m n+p q=（）A．  -S̃  B．  -τ_3-τ_3  C．  -2  D．  -","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"命题“∃x∈𝐑，1/2x^2+x-3/2-a<0”为真命题的充要条件是（）A．  a>0  B．  a≫1  C．  a>-3  D．  a>-2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知R上的单调函数f( x )=log_dx, x≥3m x+7，满足f(2)=1，则实数Q的取值范围是（）A．  (0,y_3/3)  B．  ( 0, 1 )  C．  [√(3)/3,1]  D．  (1,√(3))","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"a=log_1/22，b=2^0.3，c=0.3^0.2，则下列正确的是（）A．  a<b<c  B．  a<c<b  C．  b<c<a  D．  c<a<b","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"若a<b<0，则下列不等式成立的是（）A．  a^2>a b  B．  -1/a>-1/b  C．  -1/a<1/b  D．  a b<b^2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列各组角中，终边相同的角是（）A．  k/2π  与  kπ+π/2(k∈𝐙)  B．  kπ±π/3±k/3π(k∈Z)  C．  kπ+π/6  与  kππ/6(k∈𝐙)  D．  (2k+1)π  与  (4k±1)π(k∈𝐙)","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"下列函数中，既是奇函数，又在( 0 , + x )上单调递减的是（）A．  f(x)=√(x)  B．  f(x)=-x|x  C．  f(x)=1/x^2+1  D．  f(x)=x^3","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"在同一个坐标系中，函数f( x )=log_dx, g( x )=a^-x , h( x )=x^a的部分图象可能是（）A．    B．    C．    D．","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"sin(2π/3)=（）A．  √(3)/2  B．  √(2)/λ  C．  1/2  D．  -1/2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知a,b,c∈ℝ，且a≻b，则下列不等式一定成立的是（）A．  a^2>b^2  B．  a c>b c  C．  2^a>2^b  D．  1/a<1/b","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)的定义域为R，f(x)-4为奇函数，f(x+4)为偶函数，则f( 1 )+f( 2 )+f( 3 )+…+f( 160 )=（）A．480  B．320  C．640  D．1280","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"若角𝐕̅的终边过点P(-2,1)， 则 ℂ 𝕆 𝕊Q的值为（）A．  √(6)/5  B．  2√(5)/5  C．  -2√(5)/5  D．  √(5)/5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"函数f(x)=x+2^x-5的零点所在的区间为（）A．  (-1,0)  B．  (0, 1)  C．  (1,2)  D．  (2,3)","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"已知α,β∈(0,π/2),cos(α-β)=3/4,tanα·tanβ=5，则α+β=（）A．  T/3  B．  𝐓/λ  C．  πo  D．  2π/3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知集合A={  x|x> - 1{  , B= } - 2, - 1,0, 1,2}，则( C_RA)∩B=（）A．  ι-2 , -1 ,  B．  ^i-1,0,1,2}  C．  i.0,1,2^3  D．  {1,2}","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
