"contentPlain","基因与核酸","细胞核的结构与功能","蛋白质的结构与功能","脂质的结构与功能","细胞壁结构与功能","细胞基础理论","细胞化学组成基础","生命系统层次理论","实验方法与技术","糖类的结构与功能","细胞渗透与物质运输","细胞的生命历程","细胞器结构与功能","物质运输方式","生物膜系统功能","显微镜使用与成像","酶的作用机制","光合作用机制","ATP与能量代谢","细胞呼吸机制","光合色素与光能捕获","叶绿体结构与功能","能量代谢过程","细胞增殖与分裂","细胞代谢调控","生物学史"
"某蛋白质由n条肽链组成， 氨基酸的平均相对分子质量为a，若在缩合过程中失去的水的总相对分子质量为b，则该蛋白质是由多少个氨基酸缩合而成的（　　）A．n+b/18  B．n+b/a  C．b/18-n  D．b/a-n","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"经测定某化合物含C、H、O、N、S， 下列最不可能是它的功能的是（　　）A．组成多种酶， 催化细胞内化学反应  B．与抗原物质发生特异性结合  C．构成染色体  D．携带遗传信息","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列关于细胞内元素和化合物的叙述， 正确的是（　　）A．组成细胞的主要元素中鲜重含量最多的是碳  B．精瘦肉细胞中含量最多的化合物是蛋白质  C．在细菌的化学组分中， P元素仅存在于 DNA和RNA分子中  D．蛋白质、核酸等是以碳链为骨架的大分子","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"采用新鲜菠菜叶片开展“叶绿体色素的提取和分离”实验，下列叙述错误的是（）A．分离叶绿体色素时可用纸层析法  B．四种色素在滤纸条上的扩散速度与其在层析液中的溶解度有关  C．研磨时添加SiO  2  有助于色素提取  D．无水乙醇只能溶解叶绿素，不能溶解其他色素","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"新生儿小肠上皮细胞通过消耗能源物质，可以直接吸收母乳中的免疫球蛋白和半乳糖。这两种物质被吸收到小肠上皮细胞中的方式是（）A．胞吞、被动运输  B．被动运输、主动运输  C．主动运输、胞吞  D．胞吞、主动运输","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"酶是一种有机催化剂，在反应前后不变。下列说法中不正确的是（）A．酶的基本组成单位是氨基酸  B．过高温度会导致酶的活性丧失  C．酶具有专一性和高效性  D．酶能降低化学反应所需的活化能","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"下图是细胞核模式图，①~④表示细胞核的各种结构。下列叙述正确的是（）A．蛋白质、核酸等大分子都可以通过④自由进出细胞核  B．代谢越旺盛的细胞，②越大，④越多  C．③与细胞膜都是单层膜，均有选择透过性  D．②是核仁，与某种RNA的合成和中心体的形成有关","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"流感病毒的遗传物质是RNA，RNA分子中不应含有（）A．脱氧核糖  B．腺嘌呤A  C．尿嘧啶U  D．磷酸","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"诗词“小饼如嚼月，中有酥和饴”中，“饴”是麦芽糖，“酥”是酥油。下列相关叙述正确的是（）A．脂肪鉴定时可用95%的酒精洗去浮色  B．鉴定“饴”是否为还原糖时，加入斐林试剂甲液摇匀后再加入乙液  C．人体细胞直接吸收麦芽糖后合成糖原，也可以转变成脂肪和某些氨基酸  D．糖类和脂肪都是蕴含有能量的有机物，两者一定程度上可以相互转化","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"组成人体内有多种元素，下列元素在人体内含量最少的是（）A．Fe  B．N  C．C  D．H","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列选项中，科学史实验与结论不相符的是（）选项  科学史实验  结论  A  用伞形帽和菊花形帽伞藻进行嫁接和核移植实验  细胞核是遗传的控制中心  B  绿叶暗处理后，一半遮光，另一半曝光，碘蒸气处理后观察叶片颜色变化  淀粉是光合作用的产物  C  不同颜色荧光染料分别标记人和小鼠的细胞膜蛋白，再进行细胞融合实验  细胞膜具有控制物质进出的功能  D  将胡萝卜根中的细胞取出，适宜条件下根细胞培育形成完整植株  植物细胞具有全能性  A．A  B．B  C．C  D．D","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"有关细胞的呼吸作用，下列叙述正确的是（）A．无氧呼吸过程中没有氧气参与，所以有[H]的积累  B．有氧呼吸在线粒体中进行，无氧呼吸在细胞质基质中进行  C．有氧呼吸有热能的释放，无氧呼吸没有热能的释放  D．人体产生二氧化碳的细胞呼吸方式一定是有氧呼吸","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"物质P对酶A的活性具有抑制作用，如图模型A、B表示两种抑制剂影响酶催化活力的理论模型，曲线图是依据这两种理论得到曲线图，其中曲线a表示不添加抑制剂时的正常反应速率。为了探究物质 P 属于哪种类型的抑制剂，某同学进行如下相关实验：试管甲：加入酶A和底物；试管乙：加入酶A、底物和物质P；试管丙：加入酶A和物质P，透析去除物质 P后再加入底物；分别检测三支试管中的酶活力。下列相关分析正确的是（　　）A．该实验以单位时间内底物的消耗量或产物生成量为检测指标，三支试管最终产物生成量相等  B．若物质P是符合模型B的抑制剂，则物质P 会使酶的空间结构发生改变，这种抑制作用可逆  C．若试管乙的酶活力与试管丙相同，则物质P作用后反应速率符合曲线b  D．若试管丙的酶活力低于试管甲，则物质P作用符合理论模型A","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"保卫细胞吸水膨胀使植物气孔张开。适宜条件下，制作紫鸭跖草叶片下表皮临时装片，观察蔗糖溶液对气孔开闭的影响，如图为操作及观察结果示意图。下列叙述错误的是（）A．质壁分离现象最可能出现在滴加②后的观察视野中  B．比较保卫细胞细胞液浓度，③处理后>①处理后  C．滴加③后有较多水分子进入保卫细胞  D．推测3种蔗糖溶液浓度高低为②>①>③","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"萤火虫细胞呼吸释放的能量大部分以热能的形式散失，少部分储存在ATP中。如图为ATP的结构示意图，下列叙述正确的是（　　）A．①表示腺苷  B．⑤表示核糖  C．如图中存在三个高能磷酸键  D．萤火虫发光时，会发生④的断裂","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"以黑藻为材料进行“观察叶绿体和细胞质环流”活动。下列叙述正确的是（　　）A．成熟叶片比幼嫩叶片更适合观察叶绿体的形态  B．能看到叶绿体双层膜以及有类囊体堆叠成的基粒  C．叶绿体的分布能随光照而改变  D．放在光照充足条件下培养是为了增加叶绿体数量","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下图表示物质出入细胞的一种方式，下列分析不正确的是（　　）A．该图所示为物质的协助扩散过程  B．载体蛋白每次转运物质都会发生自身构象的改变  C．图中膜蛋白可控制各种物质进出细胞的方向  D．该过程可体现细胞膜的选择透过性","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"图1表示某动物细胞在电子显微镜视野下的亚显微结构示意图，1~7表示细胞结构；图2表示该细胞的甲、乙、丙三种细胞器中三种有机物的含量。下列说法正确的是（　　）A．图1中3、5、6的细胞器中的膜结构构成了生物膜  B．图2中的甲可以是线粒体、叶绿体  C．破伤风杆菌由于没有图1细胞中的6结构，所以不能进行有氧呼吸  D．分泌蛋白利用囊泡运输过程中，通常由细胞骨架提供运输轨道","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"下列有关组成生物体的化学元素和化合物的叙述，正确的是（　　）A．将小麦种子长时间浸泡在足量的水中，自由水含量增加，细胞代谢增强  B．组成核糖和脱氧核糖核苷酸的化学元素相同  C．肌肉细胞中含量最多的化合物是蛋白质  D．胰岛素、酶和核酸都是含有N元素的生物大分子","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"下列关于氨基酸、多肽及蛋白质叙述正确的是（　　）A．    ①是构成多肽②的一种氨基酸  B．多肽②为四肽，彻底水解为氨基酸时需要3个水分子  C．构成多肽②的氨基酸有4种，此多肽中游离的氨基和羧基数目分别是1个和2个  D．人体和植物都不能合成构成生物体的全部种类的氨基酸","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"糖基化RNA(glycoRNA)主要存在于活细胞的质膜上，可能与质膜上的糖蛋白和糖脂具有类似的功能。下列相关叙述正确的是（　　）A．glycoRNA和磷脂所含有的元素种类不同  B．glycoRNA主要分布的场所上没有转运蛋白  C．glycoRNA可作为细胞生物的遗传物质  D．glycoRNA可能与细胞间的信息交流有关","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"施一公研究团队在Science上发文解析了核孔复合物（NPC）高分辨率的结构，震撼了结构分子生物学领域。下图表示细胞核结构。下列说法错误的是（）A．NPC的结构位于④处，对生物大分子进出细胞核有选择性  B．NPC的数量与细胞代谢强度有关，代谢旺盛的细胞NPC多  C．一个细胞在不同时期，结构②的存在状态可能不同  D．结构③与某种脱氧核糖核苷酸的合成以及核糖体的形成有关","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"海豹、海象、企鹅和其他南北极恒温动物，它们有厚厚的皮下脂肪层，其功能不包括（）A．储备能量  B．构成膜结构  C．抗低温  D．防震","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"肝细胞内的甘油三酯、磷脂和胆固醇等质量超过肝质量的5%或在组织学上肝细胞50%以上有脂肪变性时，称为脂肪肝。脂肪肝属于可逆性疾病，其发病与个人生活习惯有关，早期诊断、及时治疗并调整生活习惯可恢复健康。下列叙述错误的是（）A．磷脂是肝细胞必不可少的组成成分  B．甘油三酯、磷脂和胆固醇均属于脂肪  C．人体适量摄入胆固醇有利于血液中脂质的运输  D．合理膳食及适度运动有助于脂肪肝病人康复","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"通道蛋白有离子通道蛋白、孔蛋白、水通道蛋白三种类型。孔蛋白常见于线粒体和叶绿体外膜上，可允许分子质量小于5000的分子自由通过。下列叙述错误的是（）A．通道蛋白往往需要与运输的物质相结合且构象改变  B．离子通道蛋白运输相应离子的速率与膜两侧离子浓度差有关  C．离子通道蛋白和水通道蛋白的选择性比孔蛋白的高  D．肾小管和集合管上皮细胞膜上水通道蛋白的数量较多","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"脂滴是近些年发现的一种新型细胞器，由单层磷脂构成细胞器膜，主要储存脂肪等脂质。下列说法正确的是（）A．脂滴不含除碳、氢、氧以外的元素  B．脂肪与磷脂分子中脂肪酸链的数量不同  C．脂滴细胞器膜上的磷脂头部朝向脂滴内部  D．脂滴与内质网形成的囊泡结构一致","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"龟背竹叶形奇特，色浓且富有光泽，观赏性好，且可以净化室内空气，是一种理想的室内植物。下列叙述正确的是（）A．可以用体积分数为95%的乙醇分离龟背竹叶片中的各种色素  B．连续降温使龟背竹叶片变黄是因为所有光合色素都被破坏  C．若分离色素时滤液细线触及层析液，滤纸条上能看到两条色素带  D．叶肉细胞中的光合色素在叶绿体基质中不存在","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0"
"细胞内能高效进行各项生化反应，酶起着至关重要的作用。下列关于酶的叙述，正确的是（）A．酶催化反应后，酶的性质发生改变  B．广阔的膜面积可为酶提供附着位点  C．酶能提高化学反应的活化能  D．酶应在最适温度、低pH条件下保存","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
